 Platform,ShopName,Reputation,CreateShopTime,Provinces,City,Zone,Brand,PropertiesOne,PropertiesTwo,PropertiesThree,PropertiesFour,PropertiesFive,Title,StoreActivity,Price,PromotionPrice,PenNuitPrice,GuestUintPrice,PeopleNumber,Sale,SalePrice,NumberOfComment,CollectNumber,BabyID,ShopID,UnderTime,BabyLink,Year,Month,UNIXTime,AttributeOne,AttributeTwo,Class,重量(g):,工艺:,形状:,系列:
淘宝,wsq3501,金牌卖家,2007/3/4,黑龙江,哈尔滨,黑龙江哈尔滨,Victory/胜利,黑巧克力,100,非手工,排块,72%黑巧克力,情人节/年货满包邮】俄罗斯进口纯黑苦巧克力胜利牌72%可可100g,44.40元/500g,8.88,,8.88,35.7,110,442,"3,925",135,817,8513462398,34293226,2015/1/28 16:26,点击查看,2007,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422433568000&starts=1421828768000&item_id=8513462398&user_tag=408506384&old_quantity=2118&zhichong=true&sold_total_num=16&seller_num_id=54443064&dk=0&title=%C7%E9%C8%CB%BD%DA%2F%C4%EA%BB%F5%C2%FA%B0%FC%D3%CA%A1%BF%B6%ED%C2%DE%CB%B9%BD%F8%BF%DA%B4%BF%BA%DA%BF%E0%C7%C9%BF%CB%C1%A6%CA%A4%C0%FB%C5%C672%25%BF%C9%BF%C9100g&sbn=2df42740042a49c34af403b2f66fb699&isTKA=false&msc=1,品牌: Victory/胜利,生产许可证编号:==产品标准号:==厂名:俄罗斯胜利巧克力公司==厂址:俄罗斯==厂家联系方式:888 569 5525==配料表:可可粉 可可脂 白砂糖 卵磷脂==储藏方法:阴凉干燥处==保质期:545==食品添加剂:白砂糖 卵磷脂==产品名称:胜利72%黑巧克力==包装方式: 包装==包装种类: 袋装==品牌: Victory/胜利==系列: 72%黑巧克力==重量(g): 100==巧克力品类: 黑巧克力==巧克力价格: 5-10元==是否含糖: 含糖==产地: 俄罗斯==是否含有代可可脂: 否==成分含量: 61%以上==巧克力制作工艺: 非手工==形状: 排块==,,,,,
全球购,yenyen0908,全球购优选商家,2010/7/29,澳门,澳门半岛,澳门澳门半岛,澳門鉅記,卖家未填,220,卖家未填,卖家未填,卖家未填,代购   澳门代购特產 年貨/牛轧糖/鸟结糖 钜记手信【葡式纽结糖】220克,90.91元/500g,40,,40,118.8,33,98,"3,920",42,323,8802938200,62294978,2015/1/23 18:50,点击查看,2010,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422010225000&starts=1421405425000&item_id=8802938200&user_tag=471404544&old_quantity=1283&zhichong=true&sold_total_num=16&seller_num_id=423822147&dk=0&title=%B0%C4%C3%C5%B4%FA%B9%BA%CC%D8%AE%61+%C4%EA%D8%9B%2F%C5%A3%D4%FE%CC%C7%2F%C4%F1%BD%E1%CC%C7+%EE%D2%BC%C7%CA%D6%D0%C5%A1%BE%C6%CF%CA%BD%C5%A6%BD%E1%CC%C7%A1%BF220%BF%CB&sbn=579b030b9c27a54f3057eb3aacce40b3&isTKA=false&msc=2,品牌: 澳門鉅記,生产许可证编号:==产品标准号:==厂名:==厂址:==厂家联系方式:==配料表:==储藏方法:陰涼&幹燥==保质期:==食品添加剂:==产品: 牛轧糖 Nougat==包装方式: 散装==重量(g): 220==品牌: 澳門鉅記==产地: 港澳台==港澳台: 澳门特别行政区==,,,,,
天猫,聚力食品专营店,天猫卖家,,江西,南昌,江西南昌,品潮,卖家未填,1500,卖家未填,卖家未填,葱油饼,品潮香酥葱油饼1500g江西特产传统小吃汤饼糕点心零食品年货礼品,满49元减14.2元,128,49,49,170.4,23,80,"3,920",68,191,42038497558,106997108,,点击查看,1900,,,品牌:?品潮,生产许可证编号:360024010298==产品标准号:GB/T 20977==厂名:南昌开味轩食品有限公司==厂址:江西省南昌市高新区广阳小区D区4栋==厂家联系方式:0791-88180711==配料表:面粉、精炼植物油、白糖、鸡蛋、奶油、水、酵母、葱油等==储藏方法:置于干燥阴凉处==保质期:180 天==包装方式:包装==品牌:品潮==系列:葱油饼==重量(g):1500==是否含糖:含糖==是否为有机食品:否==产地:中国大陆==省份:江西省==城市:南昌市==,,,,,
全球购,chenlan1103,全球购优选商家,2014/3/13,广东,珠海,广东珠海,钜记手信,卖家未填,卖家未填,卖家未填,卖家未填,糕点,代购   正品疯抢 年货 澳门代购 特产零食小吃 钜记饼家手信 原味长蛋卷,,33.5,,33.5,81.7,48,117,"3,920",32,55,37869626177,109407957,2015/1/26 11:32,点击查看,2014,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422243139000&starts=1421638339000&item_id=37869626177&user_tag=274272256&old_quantity=1299&zhichong=true&sold_total_num=16&seller_num_id=435749685&dk=0&title=%D5%FD%C6%B7%B7%E8%C7%C0+%C4%EA%BB%F5+%B0%C4%C3%C5%B4%FA%B9%BA+%CC%D8%B2%FA%C1%E3%CA%B3%D0%A1%B3%D4+%EE%D2%BC%C7%B1%FD%BC%D2%CA%D6%D0%C5+%D4%AD%CE%B6%B3%A4%B5%B0%BE%ED&sbn=4cd925a94e42ec129b40ca301b104569&isTKA=false&msc=2,品牌: 钜记手信,生产许可证编号:==产品标准号:==厂名:澳门钜记食品有限公司==厂址:澳门新马路福隆新街==厂家联系方式:853 28938102==配料表:见包装==储藏方法:见包装==保质期:60==食品添加剂:见包装==包装方式: 包装==品牌: 钜记手信==系列: 糕点==产地: 港澳台==港澳台: 澳门特别行政区==,,,,,
全球购,chenlan1103,全球购优选商家,2014/3/13,广东,珠海,广东珠海,澳门钜记手信,卖家未填,220,卖家未填,卖家未填,糖果,代购   钜记纽结糖 年货 软糖 澳门代购 钜记手信 钜记葡式纽结糖/220g,102.27元/500g,45,,45,130.5,30,87,"3,915",27,33,37868227467,109407957,2015/1/22 15:15,点击查看,2014,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1421910917000&starts=1421306117000&item_id=37868227467&user_tag=274272256&old_quantity=1302&zhichong=true&sold_total_num=16&seller_num_id=435749685&dk=0&title=%EE%D2%BC%C7%C5%A6%BD%E1%CC%C7+%C4%EA%BB%F5+%C8%ED%CC%C7+%B0%C4%C3%C5%B4%FA%B9%BA+%EE%D2%BC%C7%CA%D6%D0%C5+%EE%D2%BC%C7%C6%CF%CA%BD%C5%A6%BD%E1%CC%C7%2F220g&sbn=017a380b63f8e42d8f7df000cf91f69e&isTKA=false&msc=2,品牌: 澳门钜记手信,生产许可证编号:==产品标准号:==厂名:澳门钜记食品有限公司==厂址:澳门新马路福隆新街==厂家联系方式:853 28938102==配料表:见包装==储藏方法:见包装==保质期:60==食品添加剂:见包装==包装方式: 包装==品牌: 澳门钜记手信==系列: 糖果==重量(g): 220==产地: 港澳台==港澳台: 澳门特别行政区==,,,,,
淘宝,gundamvwx,金牌卖家,2008/12/29,福建,厦门,福建厦门,卖家未填,鼓浪屿馅饼,380,卖家未填,卖家未填,卖家未填,向阳坊黄远堂组合套装 年货 凤梨酥馅饼台湾特产厦门鼓浪屿糕点,114.47元/500g,87,,87,156.6,25,45,"3,915",38,378,21461776703,36935556,2015/1/27 17:20,点击查看,2008,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422350440000&starts=1421745640000&item_id=21461776703&user_tag=471404544&old_quantity=999322&zhichong=true&sold_total_num=16&seller_num_id=71641056&dk=0&title=%CF%F2%D1%F4%B7%BB%BB%C6%D4%B6%CC%C3%D7%E9%BA%CF%CC%D7%D7%B0+%C4%EA%BB%F5+%B7%EF%C0%E6%CB%D6%CF%DA%B1%FD%CC%A8%CD%E5%CC%D8%B2%FA%CF%C3%C3%C5%B9%C4%C0%CB%D3%EC%B8%E2%B5%E3&sbn=15692481dd2946a8a01f5b832715202b&isTKA=false&msc=1,,生产许可证编号:350224010091==产品标准号:GB/T 20977==厂名:厦门向阳坊食品有限公司==厂址:福建省厦门市同安区轻工食品工业园白云大道79号==厂家联系方式:0592-2291968==配料表:食品馅料（红豆、麦芽糖、白砂糖、糯米粉、植物油、奶油、蜂蜜、淀粉）、辣肉松、小麦粉、奶油、白砂糖、白芝麻==储藏方法:==保质期:20==食品添加剂:脱氢乙酸钠==包装方式: 包装==糕点种类: 馅饼==重量(g): 380==口味: 甜味==特产品类: 鼓浪屿馅饼==是否含糖: 含糖==产地: 中国大陆==省份: 福建省==城市: 厦门市==,,,,,
天猫,十分牛食品专营店,天猫卖家,,广东,江门,广东江门,HAOLIYUAN/好利源食品,卖家未填,500,卖家未填,卖家未填,脆皮鲜乳球　夹心软糖（什锦味）,结婚喜糖 好利源脆皮鲜乳球 软糖年货500g 10味什锦水果糖果 包邮,"满1件,包邮",18,9.9,9.9,38,103,395,"3,911",229,176,42664112768,112193062,,点击查看,1900,,,品牌:?HAOLIYUAN/好利源食品,生产许可证编号:445113010628==产品标准号:SB/T10021==厂名:广东好利源食品有限公司==厂址:潮安县庵埠镇仙溪工业区==厂家联系方式:07685818418==保质期:365 天==产品:什锦糖==包装方式:包装==包装种类:袋装==重量(g):500==品牌:HAOLIYUAN/好利源食品==系列:脆皮鲜乳球　夹心软糖（什锦味）==产地:中国大陆==省份:广东省==城市:江门市==,,,,,
天猫超市,天猫超市,天猫超市,,上海,上海,上海,GPR,卖家未填,卖家未填,卖家未填,卖家未填,卖家未填,【天猫超市】马来西亚进口 GPR葡萄干燕麦曲奇饼干162g 年货必备,,23.9,8.9,8.9,15.7,249,439,"3,907",1739,149,40841118323,101717810,,点击查看,1900,,,GPR,,,,,,
天猫,美食嘉食品专营店,天猫卖家,,广东,广州,广东广州,CATLOVERS,松露巧克力,100,非手工,松露型,松露巧克力100g,【情侣猫】特价粉罐松露巧克力礼盒100g休闲零食年货（代可可脂）,,20,13.8,13.8,47.1,83,283,"3,905",108,164,41818970908,113931931,,点击查看,1900,,,品牌:?CATLOVERS,生产许可证编号:350513010077==产品标准号:SB/T10347==厂名:福建省晋江市华佳食品有限公司==厂址:福建省晋江市五里工业园区==厂家联系方式:4006084388==配料表:代可可脂、白砂糖、可可粉、可可脂、奶粉、乳清粉、食品添加剂（卵磷脂、食用香精）==储藏方法:温度≤22℃，相对湿度≤50%==保质期:365 天==食品添加剂:卵磷脂、食用香精==包装方式:包装==包装种类:罐装==品牌:CATLOVERS==系列:松露巧克力100g==商品条形码:4897053530693==重量(g):100==巧克力品类:松露巧克力==巧克力价格:10-20元==是否含糖:含糖==产地:中国大陆==省份:福建省==城市:泉州市==是否含有代可可脂:是==成分含量:30%以下==巧克力制作工艺:非手工==形状:松露型==,,,,,
天猫,泓一食品旗舰店,天猫卖家,,福建,泉州,福建泉州,泓一,果仁巧克力,500,非手工,排块,50g*10条特醇（果仁）,泓一 果仁巧克力喜庆年货休闲食品办公零食盒装500g（代可可脂）,"满59元,包邮",60,29.8,29.8,41.5,94,131,"3,904",105,204,36765736301,68490018,,点击查看,1900,,,品牌:?泓一,产品标准号:SB/T10402==厂名:泉州泓一食品有限公司==厂址:泉州市丰泽区东海街道宝盖工业区==厂家联系方式:059522907802==配料表:白砂糖、代可可脂、乳清粉、可可粉、全脂奶粉、花生仁 、脆米、食品添加剂（磷脂、香兰素）。==储藏方法:请存放于阴凉干燥之处，避免阳光直接照射。温度≤21==保质期:365 天==食品添加剂:食用香料==包装方式:包装==包装种类:盒装==品牌:泓一==系列:50g*10条特醇（果仁）==商品条形码:6916344688320==重量(g):500==巧克力品类:果仁巧克力==巧克力价格:50-80元==是否含糖:含糖==产地:中国大陆==省份:福建省==城市:泉州市==是否含有代可可脂:是==成分含量:30%以下==巧克力制作工艺:非手工==形状:排块==,,,,,
天猫,宝宝聚食品专营店,天猫卖家,,福建,厦门,福建厦门,海玉田,卖家未填,960,卖家未填,卖家未填,姜糖,[宝宝聚]正宗海玉田台湾姜糖 软糖 手工姜糖 年货糖果320g*3包邮,"满1件,包邮",84,39,39,68.4,57,100,"3,900",104,82,41764384255,107158936,,点击查看,1900,,,品牌:?海玉田,厂名:饶平县永嘉食品工业公司==厂址:饶平县渔村镇寮星村厝塘仔山脚==厂家联系方式:0592-7119177==配料表:青姜、白砂糖、玉米淀粉==储藏方法:避免存放于高温及阳光直射，开封后请尽早食用==保质期:365 天==食品添加剂:无==产品:姜糖==包装方式:包装==包装种类:桶装==商品条形码:4715635651508==重量(g):960==品牌:海玉田==系列:姜糖==是否含糖:含糖==产地:中国大陆==省份:广东省==城市:潮州市==是否为有机食品:否==,,,,,
淘宝,彩丽猪猪,钻级卖家,2014/8/12,四川,成都,四川成都,JUMPING DRAGON/跳跳龙,卖家未填,220,卖家未填,卖家未填,小酸酸水果硬糖,水果糖小酸酸混合散装硬糖果喜糖约110颗休闲零食品 年货包邮,33.86元/500g,14.9,11.9,11.9,77.8,50,327,"3,891",384,547,42298834510,112757005,2015/1/22 10:00,点击查看,2014,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1421892000000&starts=1421287200000&item_id=42298834510&user_tag=270274560&old_quantity=1000&zhichong=true&sold_total_num=16&seller_num_id=1084954897&dk=0&title=%CB%AE%B9%FB%CC%C7%D0%A1%CB%E1%CB%E1%BB%EC%BA%CF%C9%A2%D7%B0%D3%B2%CC%C7%B9%FB%CF%B2%CC%C7%D4%BC110%BF%C5%D0%DD%CF%D0%C1%E3%CA%B3%C6%B7+%C4%EA%BB%F5%B0%FC%D3%CA&sbn=ea5d1d400c72532b92c5695adeed800e&isTKA=false&msc=1,品牌: JUMPING DRAGON/跳跳龙,生产许可证编号:510113010185==产品标准号:==厂名:成都跳跳龙食品有限公司==厂址:四川省成都市温江区成都海峡两岸科技产业开发园新华大道628号==厂家联系方式:028-61716286==配料表:白砂糖、麦芽糖浆==储藏方法:低温干燥处保存==保质期:365==食品添加剂:（柠檬酸、食用香精）==产品: 水果糖==包装方式: 包装==包装种类: 袋装==重量(g): 220==品牌: JUMPING DRAGON/跳跳龙==系列: 小酸酸水果硬糖==是否含糖: 含糖==产地: 中国大陆==省份: 四川省==城市: 成都市==是否为有机食品: 否==,,,,,
天猫,辰亦食品专营店,天猫卖家,,江苏,镇江,江苏镇江,嘉云斯（德国）,卖家未填,200,卖家未填,卖家未填,水果糖200g,年货 德国进口糖果嘉云糖水果糖含VC果汁喜糖糖果零食礼物铁盒装,,28,13.5,13.5,77.8,50,288,"3,888",73,108,42370393705,113651047,,点击查看,1900,,,品牌:?嘉云斯（德国）,厂名:德国嘉云斯==厂址:德国==厂家联系方式:145658585==配料表:详见宝贝说明==储藏方法:干燥阴凉处==保质期:1095 天==食品添加剂:无==产品:水果糖==包装方式:包装==包装种类:盒装==重量(g):200==品牌:嘉云斯（德国）==系列:水果糖200g==产地:德国==口味:综合果味==,,,,,
淘宝,yztz001,钻级卖家,2013/5/14,福建,泉州,福建泉州,友臣,卖家未填,2500,卖家未填,卖家未填,卖家未填,年货福建传统糕点团购特产正宗友臣金丝肉松饼正品整箱不拆2.5kg,15.00元/500g,75,59.75,59.75,149.4,26,65,"3,884",28,36,36712933619,104143774,2015/1/28 13:29,点击查看,2013,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422422943000&starts=1421818143000&item_id=36712933619&user_tag=336662528&old_quantity=26456&zhichong=true&sold_total_num=16&seller_num_id=52387049&dk=0&title=%C4%EA%BB%F5%B8%A3%BD%A8%B4%AB%CD%B3%B8%E2%B5%E3%CD%C5%B9%BA%CC%D8%B2%FA%D5%FD%D7%DA%D3%D1%B3%BC%BD%F0%CB%BF%C8%E2%CB%C9%B1%FD%D5%FD%C6%B7%D5%FB%CF%E4%B2%BB%B2%F02.5kg&sbn=9cde9208287ee62f771d19328e722bbd&isTKA=false&msc=1,品牌: 友臣,生产许可证编号:350524010687==产品标准号:GB/T20977==厂名:友臣（福建）食品有限公司==厂址:晋江市紫帽镇浯垵村==厂家联系方式:0595-28767778==配料表:小麦粉、肉松、绿豆、白糖、水==储藏方法:请避免高温潮湿、直射日光==保质期:180==食品添加剂:无==包装方式: 包装==品牌: 友臣==商品条形码: 6958620700005==糕点种类: 肉松饼==重量(g): 2500==口味: 咸味==是否含糖: 含糖==是否为有机食品: 否==产地: 中国大陆==省份: 福建省==城市: 福州市==,,,,,
天猫超市,天猫超市,天猫超市,,上海,上海,上海,迪乐司（韩国）,卖家未填,卖家未填,卖家未填,卖家未填,卖家未填,【天猫超市】韩国进口  迪乐司棒形芝麻饼干85gx1罐 年货休闲零食,,19,10.9,10.9,13.8,281,356,"3,880",986,138,39465368765,101717810,,点击查看,1900,,,迪乐司（韩国）,,,,,,
淘宝,瑄瑄零食批发店,金牌卖家,2014/2/17,广东,广州,广东广州,可康牌,卖家未填,150,卖家未填,卖家未填,卖家未填,马来西亚进口 COCON可康牌咸柠檬糖 补盐硬糖年货喜糖批发不包邮,45.00元/500g,13.5,6.4,6.4,47.9,81,606,"3,878",98,873,38003786012,108776247,2015/1/27 21:35,点击查看,2014,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422365727000&starts=1421760927000&item_id=38003786012&user_tag=337383424&old_quantity=4177&zhichong=true&sold_total_num=16&seller_num_id=1984084762&dk=0&title=%C2%ED%C0%B4%CE%F7%D1%C7%BD%F8%BF%DA+COCON%BF%C9%BF%B5%C5%C6%CF%CC%C4%FB%C3%CA%CC%C7+%B2%B9%D1%CE%D3%B2%CC%C7%C4%EA%BB%F5%CF%B2%CC%C7%C5%FA%B7%A2%B2%BB%B0%FC%D3%CA&sbn=27a44d5bcc393aa64611484a44e2a0a6&isTKA=false&msc=1,品牌: 可康牌,生产许可证编号:==产品标准号:==厂名:马来西亚可康食品工业有限公司==厂址:NO.3.LORONG AYAM DIDIK.TAMAN RIA JAYA.08000 SUNGAI==厂家联系方式:604-4412231==配料表:见包装==储藏方法:阴凉干燥==保质期:540==食品添加剂:无==产品: 其他/other==包装方式: 包装==包装种类: 袋装==重量(g): 150==品牌: 可康牌==产地: 马来西亚==,,,,,
天猫超市,天猫超市华南站,天猫超市,,广东,广州,广东广州,迪乐司（韩国）,卖家未填,卖家未填,卖家未填,卖家未填,卖家未填,【天猫超市】韩国进口 迪乐司原味曲奇饼干 157.5g/袋 年货零食,,22,12.5,12.5,19.9,194,309,"3,863",1938,156,35831309746,101717810,,点击查看,1900,,,迪乐司（韩国）,,,,,,
天猫超市,天猫超市华南站,天猫超市,,广东,广州,广东广州,DANISA/皇冠,卖家未填,卖家未填,卖家未填,卖家未填,卖家未填,【天猫超市】印尼进口年货Danisa/皇冠巧克力腰果曲奇盒装200g,,55,19.9,19.9,27.4,141,194,"3,861",473,76,39210962258,101717810,,点击查看,1900,,,DANISA/皇冠,,,,,,
淘宝,汪灿星,皇冠卖家,2011/8/21,安徽,合肥,安徽合肥,扭扭,卖家未填,620,卖家未填,卖家未填,虾条,年货节零食大礼包 扭扭虾条+鱿鱼卷 办公室零食 80后膨化食品,15.31元/500g,18.98,,18.98,28.3,136,203,"3,853",224,348,40707913334,68434845,2015/1/24 21:39,点击查看,2011,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422106757000&starts=1421501957000&item_id=40707913334&user_tag=270102528&old_quantity=5193&zhichong=true&sold_total_num=16&seller_num_id=686495455&dk=0&title=%C4%EA%BB%F5%BD%DA%C1%E3%CA%B3%B4%F3%C0%F1%B0%FC+%C5%A4%C5%A4%CF%BA%CC%F5%2B%F6%CF%D3%E3%BE%ED+%B0%EC%B9%AB%CA%D2%C1%E3%CA%B3+80%BA%F3%C5%F2%BB%AF%CA%B3%C6%B7&sbn=ce8815ed19d8df1f4acc772924d3cf24&isTKA=false&msc=1,品牌: 扭扭,生产许可证编号:350512010047==产品标准号:==厂名:石狮德祥食品有限公司==厂址:石狮市祥芝镇大堡工业区==厂家联系方式:0595-88982005-9==配料表:小麦粉 玉米淀粉 木薯淀粉 食用植==储藏方法:==保质期:270==食品添加剂:谷氨酸钠 单硬脂酸甘油酯==包装方式: 包装==品牌: 扭扭==系列: 虾条==膨化食品种类: 虾条==重量(g): 620==同城服务: 同城物流送货上门==是否为有机食品: 是==产地: 中国大陆==省份: 福建省==,,,,,
天猫,嘉华食品旗舰店,天猫卖家,,云南,昆明,云南昆明,jiahua food/嘉华,卖家未填,300,卖家未填,卖家未填,2014新款03,年货【嘉华鲜花饼】云南特产传统糕点零食品 玫瑰果酿饼300g 礼袋,"满128元,包邮",70,35,35,65.3,59,110,"3,850",432,252,40366534030,72432369,,点击查看,1900,,,品牌:?jiahua food/嘉华,生产许可证编号:530124010422==产品标准号:GB/T 20977==厂名:云南嘉华食品有限公司==厂址:昆明市呈贡工业园七甸片区绿色产业园区==厂家联系方式:0871-67451992==配料表:详见产品简介==储藏方法:常温密封避光保存==保质期:30 天==食品添加剂:无==包装方式:包装==品牌:jiahua food/嘉华==系列:2014新款03==重量(g):300==产地:中国大陆==省份:云南省==城市:昆明市==,,,,,
淘宝,克拉心,皇冠卖家,2011/7/14,上海,上海,上海,77/Seven Seven,黑巧克力,400,卖家未填,卖家未填,黑巧克力,年货 台湾进口巧克力宏亚77巧克力 黑巧克力砖大块德芙400G,37.50元/500g,30,21.5,21.5,137.4,28,179,"3,849",28,745,12254385610,67852588,2015/1/26 13:41,点击查看,2011,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422250886000&starts=1421646086000&item_id=12254385610&user_tag=336949248&old_quantity=82918&zhichong=true&sold_total_num=16&seller_num_id=404632209&dk=0&title=%C4%EA%BB%F5+%CC%A8%CD%E5%BD%F8%BF%DA%C7%C9%BF%CB%C1%A6%BA%EA%D1%C777%C7%C9%BF%CB%C1%A6+%BA%DA%C7%C9%BF%CB%C1%A6%D7%A9%B4%F3%BF%E9%B5%C2%DC%BD400G&sbn=fbaeaf233dbc16edab366f399d0158e4&isTKA=false&msc=1,品牌: 宏亚77,生产许可证编号:==产品标准号:==厂名:宏亚食品股份有限公司==厂址:台湾桃园县八德市建园路386号==厂家联系方式:03368-5055==配料表:白砂糖 氢化棕榈仁油  可可粉 脱脂奶粉 大豆磷脂 食用香料==储藏方法:请放置和保存在干燥的地方==保质期:365==食品添加剂:见包装==包装方式: 包装==包装种类: 袋装==品牌: 宏亚77==系列: 黑巧克力==商品条形码: 4710098179163==重量(g): 400==巧克力品类: 黑巧克力==巧克力价格: 30-50元==是否含糖: 含糖==产地: 港澳台==港澳台: 台湾省==是否含有代可可脂: 是==,,,,,
天猫超市,天猫超市,天猫超市,,上海,上海,上海,GPR,卖家未填,卖家未填,卖家未填,卖家未填,卖家未填,【天猫超市】马来西亚GPR葡萄干巧克力燕麦曲奇饼干162g 年货分享,,23.9,9.9,9.9,13.4,285,387,"3,831",793,158,40861789289,101717810,,点击查看,1900,,,GPR,,,,,,
天猫,召香食品专营店,天猫卖家,,上海,上海,上海,利拉,卖家未填,400,卖家未填,卖家未填,零食大礼包-30包小零食,30包零食大礼包特价组合含进口饼干辣蛋糕点一箱吃的批发年货包邮,"满38元,包邮；满68元减2元,包邮",30,12.8,12.8,27,142,299,"3,827",83,209,43282820293,113840601,,点击查看,1900,,,品牌:?利拉,生产许可证编号:311608010053==产品标准号:GB/T20980==厂名:上海利拉食品有限公司优拉食品分公司==厂址:上海市金山区枫泾镇建贡路69号1幢、2幢==厂家联系方式:02159179669==配料表:饼干 蚕豆 蛋糕 辣条等多种零食==储藏方法:常温干燥处==保质期:365 天==食品添加剂:详见单品外包装==包装方式:包装==重量(g):400==糕点种类:其他/other==品牌:利拉==系列:零食大礼包-30包小零食==热销系列:组合系列==是否含糖:含糖==是否为有机食品:否==产地:中国大陆==省份:其他==是否进口:国产==,,,,,
天猫超市,天猫超市,天猫超市,,上海,上海,上海,壹格（香港）,卖家未填,卖家未填,卖家未填,卖家未填,卖家未填,【天猫超市】中国香港进口糕点零食年货 壹格 鸡蛋沙琪玛 800g,,39.9,29.9,29.9,40.3,95,128,"3,827",1340,111,20652463974,101717810,,点击查看,1900,,,壹格（香港）,,,,,,
天猫,上海龙瀚食品专营店,天猫卖家,,上海,上海,上海,棒棒堂,卖家未填,240,卖家未填,卖家未填,软糖,棒棒堂3系列串烧软糖48g*5支 QQ橡皮糖果礼物 新年货 送儿童礼物,,32,25.8,25.8,68.2,56,148,"3,818",96,490,42854434736,110040803,,点击查看,1900,,,品牌:?棒棒堂,产品标准号:SB/T10021-2008==厂名:雅米食品(厦门)有限公司==厂址:福建省厦门市同安区厦门轻工食品工业园美禾九路149号==厂家联系方式:021-60745055==配料表:白砂糖、葡萄糖浆、水、玉米淀粉等==储藏方法:阴凉干燥处，开启后注意防潮==保质期:540 天==食品添加剂:果胶、柠檬酸、柠檬酸钠、食用香精等==产品:软糖==包装方式:包装==包装种类:袋装==重量(g):240==品牌:棒棒堂==系列:软糖==是否含糖:含糖==产地:中国大陆==省份:福建省==城市:厦门市==口味:草莓味香橙味其他==是否为有机食品:是==,,,,,
天猫超市,天猫超市华北站,天猫超市,,北京,北京,北京,咔咔莎（土耳其）,卖家未填,卖家未填,卖家未填,卖家未填,卖家未填,【天猫超市】土耳其进口咔咔莎椰蓉巧克力夹心饼干马卡龙256g年货,满2件7.5折,59.9,26.5,26.5,77.9,49,144,"3,816",35,26,43133443534,101717810,,点击查看,1900,,,咔咔莎（土耳其）,,,,,,
天猫超市,天猫超市华北站,天猫超市,,北京,北京,北京,旺旺,卖家未填,卖家未填,卖家未填,卖家未填,卖家未填,【天猫超市】旺旺 大米饼 135g 膨化零食 薯片饼干糕点 年货礼品,,8.5,6.5,6.5,8.9,427,587,"3,816",761,35,41872609249,101717810,,点击查看,1900,,,旺旺,,,,,,
淘宝,荒地里的麦子,金牌卖家,2010/4/15,广东,广州,广东广州,DANISA/皇冠,广州鸡仔饼,280,卖家未填,卖家未填,鸡仔饼,正宗广州鸡仔饼 皇冠世家小凤饼干 广东特产手信好小吃零食品年货,67.86元/500g,38,16.8,16.8,61.5,62,227,"3,814",45,120,17175620603,61078117,2015/1/26 13:07,点击查看,2010,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422248849000&starts=1421644049000&item_id=17175620603&user_tag=341381120&old_quantity=98310&zhichong=true&sold_total_num=16&seller_num_id=282296499&dk=0&title=%D5%FD%D7%DA%B9%E3%D6%DD%BC%A6%D7%D0%B1%FD+%BB%CA%B9%DA%CA%C0%BC%D2%D0%A1%B7%EF%B1%FD%B8%C9+%B9%E3%B6%AB%CC%D8%B2%FA%CA%D6%D0%C5%BA%C3%D0%A1%B3%D4%C1%E3%CA%B3%C6%B7%C4%EA%BB%F5&sbn=d133a48394ae3c90687d9b95dbc6d4f2&isTKA=false&msc=1,品牌: 皇冠世家,生产许可证编号:440624010021==产品标准号:GB/T20977==厂名:佛山市南海区谷润轩食品有限公司==厂址:佛山市南海区大沥镇横岗工业区横兴路==厂家联系方式:13802788067==配料表:小麦粉、花生油、白砂糖、麦芽糖、芝麻、鸡蛋等==储藏方法:存放于阴凉干爽处，开封后请尽快食用==保质期:365==食品添加剂:详见包装说明==包装方式: 包装==品牌: 皇冠世家==系列: 鸡仔饼==商品条形码: 6941125900018==糕点种类: 酥饼==重量(g): 280==口味: 咸味==特产品类: 广州鸡仔饼==是否含糖: 含糖==是否为有机食品: 否==产地: 中国大陆==省份: 广东省==城市: 佛山市==,,,,,
